date,state,notes
2020-04-11,PA,Totalização do dia
2020-04-11,PA,"Atualização de casos por município, sem alteração do total"
2020-04-11,PB,
2020-04-11,PI,
2020-04-11,PR,"Após investigação pelo município de Campo Largo, dois casos confirmados por laboratório privado foram descartados."
2020-04-11,RJ,OK
2020-04-11,RN,
2020-04-11,RO,
2020-04-11,RR,
2020-04-11,RS,
2020-04-11,SC,"Houve diminuição de um caso e um óbito no município de São José, sem explicação no boletim. A SECOM informou via e-mail: ""Outros Países, três casos migraram na sexta-feira para cidades de notificação e retornaram neste sábado para Outros Países, o que explica o caso a menos em São José""."
2020-04-11,SE,
2020-04-11,SP,
2020-04-11,TO,
2020-04-10,AC,
2020-04-10,AL,http://www.saude.al.gov.br/wp-content/uploads/2020/04/Informe-COVID-19-nº-35-10-DE-ABRIL.pdf
2020-04-10,AM,
2020-04-10,AP,
2020-04-10,BA,http://www.saude.ba.gov.br/wp-content/uploads/2020/04/boletimEpidemiogicoCovid-19_n%C2%BA15_10-04-2020_final.pdf
2020-04-10,CE,https://github.com/luiseduardobr1/covid19-Ceara/blob/master/boletins/integrasus-10_04_2020.pdf e https://github.com/luiseduardobr1/covid19-Ceara/blob/master/integraSUS_Municipios_CE/municipios_2020-04-10_18_49_30.csv
2020-04-10,DF,
2020-04-10,ES,
2020-04-10,GO,
2020-04-10,MA,
2020-04-10,MG,
2020-04-10,MS,
2020-04-10,MT,
2020-04-10,PA,Um óbito
2020-04-10,PA,Um óbito
2020-04-10,PA,Mais 27 casos
2020-04-10,PA,Mais 21casos
2020-04-10,PB,"Bayeux foi zerado, porque segundo a secretaria descobriu-se que o caso de lá era residente em Santa Rita. "
2020-04-10,PE,
2020-04-10,PI,
2020-04-10,PR,"Um caso confirmado da Lapa, foi transferido para o município de Araucária. De acordo com a investigação foi confirmado que reside em Araucária. Um caso confirmado da Fazenda Rio Grande, foi transferido para o município de Curitiba. De acordo com a investigação foi confirmado que reside em Curitiba."
2020-04-10,RJ,OK
2020-04-10,RN,
2020-04-10,RO,
2020-04-10,RR,
2020-04-10,RS,
2020-04-10,SC,"Houve diminuição de um caso no municípo de Palhoça e de três casos indefinidos. SESCOM informou via e-mail: ""No boletim do dia 9 de abril, um caso de Palhoça estava duplicado no sistema, então foi ajustado e o município registra seis casos confirmados. No caso de outros países, três casos migraram na sexta-feira para cidades de notificação e retornaram no sábado para Outros Países."""
2020-04-10,SE,
2020-04-10,SP,
2020-04-10,TO,Sem alterações no dia
2020-04-09,AC,
2020-04-09,AL,http://www.saude.al.gov.br/wp-content/uploads/2020/04/Informe-COVID-19-nº-34-09-DE-ABRIL.pdf.pdf
2020-04-09,AM,
2020-04-09,AP,
2020-04-09,BA,http://www.saude.ba.gov.br/wp-content/uploads/2020/04/boletimEpidemiogicoCovid-19_n%C2%BA-14-09-04-2020.pdf
2020-04-09,CE,Dados de 09/04/2020 17:10:00
2020-04-09,DF,
2020-04-09,ES,
2020-04-09,GO,
2020-04-09,MA,Boletim deste dia saiu do ar. Dados também estão aqui: http://www.saude.ma.gov.br/wp-content/uploads/2020/04/boletim0904dadosgraficos.xlsx
2020-04-09,MG,Ocorre redução de 3 para 2 casos em Boa Esperança. O boletim não informa o motivo dessa alteração. Dado do boletim anterior mantido conforme informação oficial.
2020-04-09,MS,
2020-04-09,MT,
2020-04-09,PA,"Mais três casos, sendo um óbito"
2020-04-09,PA,Mais um caso
2020-04-09,PA,
2020-04-09,PB,
2020-04-09,PE,
2020-04-09,PI,
2020-04-09,PI,https://g1.globo.com/pi/piaui/noticia/2020/04/09/numero-de-casos-confirmados-de-coronavirus-sobe-para-40-no-piaui-sete-obitos-sao-registrados.ghtml
2020-04-09,PR,"Um caso confirmado de Paranaguá, foi transferido para o município de Natal/RN. De acordo com a investigação foi confirmado que reside em Natal/RN"
2020-04-09,RJ,OK
2020-04-09,RO,
2020-04-09,RR,
2020-04-09,RS,
2020-04-09,SC,Um caso que estava contabilizado como Paulo Lopes passou para Garopaba após a confirmação do local de residência do paciente.
2020-04-09,SE,
2020-04-09,SP,
2020-04-09,TO,Boletim consolidado do dia
2020-04-08,AC,
2020-04-08,AL,http://www.saude.al.gov.br/wp-content/uploads/2020/04/Informe-COVID-19-nº-33-08-DE-ABRIL.pdf
2020-04-08,AM,"O governo de AM mudou novamente a forma de apresentação dos dados, que passaram a ser publicados neste painel (http://www.saude.am.gov.br/painel/corona/). Como o painel mostra apenas os dados acumulados, tivemos dificuldade de registrar o histórico dos dados. Portanto, começamos a baixar os dados e arquiva-los no dropbox"
2020-04-08,AP,
2020-04-08,AP,
2020-04-08,BA,
2020-04-08,BA,
2020-04-08,BA,
2020-04-08,CE,Dados de 09/04/2020 17:10:00
2020-04-08,DF,
2020-04-08,ES,
2020-04-08,GO,
2020-04-08,MA,"Atenção ao caso Imperatriz, que foi notificado em SP; tiramos do total do Estado"
2020-04-08,MG,"Município de Carmo do Cajuru foi duplicado no primeiro boletim, com 1 caso em cada. Boletim foi atualizado à tarde, e com isso foram computados 2 casos na cidade. "
2020-04-08,MS,
2020-04-08,MT,
2020-04-08,PA,Um óbito
2020-04-08,PA,
2020-04-08,PB,
2020-04-08,PE,
2020-04-08,PI,
2020-04-08,PI,https://cidadeverde.com/coronavirus/105647/sesapi-confirma-38-casos-de-covid-19-e-6-morte-no-piaui-vitima-e-de-teresina
2020-04-08,PR,
2020-04-08,RJ,OK
2020-04-08,RN,"De acordo com o boletim: ""Dos casos confirmados anteriormente [em Natal], 04 seguem em investigação para definição de município de residência."""
2020-04-08,RN,"Boletim apresenta erro. Os testes automáticos acabaram, então os resultados vão demorar mais para sair no RN. Eles repetiram dados do dia 8. https://g1.globo.com/rn/rio-grande-do-norte/noticia/2020/04/09/kits-automaticos-de-coleta-para-exame-do-coronavirus-acabam-e-numero-de-casos-confirmados-se-mantem-em-261-no-rn.ghtml"
2020-04-08,RO,
2020-04-08,RR,
2020-04-08,RS,
2020-04-08,SC,
2020-04-08,SC,Corrigido Pedras Grandes conforme link
2020-04-08,SE,
2020-04-08,SP,
2020-04-08,TO,
2020-04-07,AC,
2020-04-07,AL,http://www.saude.al.gov.br/wp-content/uploads/2020/04/Informe-COVID-19-nº-32-07-DE-ABRIL.pdf
2020-04-07,AM,
2020-04-07,AP,
2020-04-07,BA,
2020-04-07,CE,Atualizado às 17h35
2020-04-07,DF,
2020-04-07,ES,
2020-04-07,GO,
2020-04-07,MA,"Atenção ao caso Imperatriz, que foi notificado em SP; tiramos do total do Estado"
2020-04-07,MG,"Município de Formiga, que tinha 1 caso no boletim de 06/04, deixa de aparecer. O boletim não informa o motivo dessa alteração. Dado do boletim anterior mantido conforme informação oficial."
2020-04-07,MS,
2020-04-07,MT,
2020-04-07,PA,Mais seis casos
2020-04-07,PA,Mais 16 casos
2020-04-07,PA,Mais 9 casos
2020-04-07,PB,
2020-04-07,PE,Boletim enviado pela SES por e-mail registrava apenas um caso no município de Salgueiro. Já o boletim registrado no dropbox do próprio governo era 3 casos https://www.dropbox.com/s/frgk6167rwymgzt/Boletim%20Covid-19%20-%20Secretaria%20de%20Sa%C3%BAde%20de%20Pernambuco%20-%2008.04.pdf?dl=0
2020-04-07,PI,
2020-04-07,PI,https://cidadeverde.com/coronavirus/105580/piaui-tem-quinta-morte-por-covid-19-e-chega-a-31-casos-confirmados
2020-04-07,PR,
2020-04-07,RJ,OK
2020-04-07,RN,
2020-04-07,RO,
2020-04-07,RR,
2020-04-07,RS,
2020-04-07,SC,"Por conta de um delay do sistema no momento que a tabela foi baixada da base de dados na segunda-feira, 6, o município de Siderópolis teve um caso duplicado e houve inconsistência nos casos de Brusque. No boletim desta terça-feira, os dados estão atualizados."
2020-04-07,SE,
2020-04-07,SP,
2020-04-07,TO,
2020-04-06,AC,Primeira morte.
2020-04-06,AC,
2020-04-06,AL,http://www.saude.al.gov.br/wp-content/uploads/2020/04/Informe-COVID-19-nº-31-06-DE-ABRIL.pdf.pdf
2020-04-06,AM,
2020-04-06,AP,
2020-04-06,BA,
2020-04-06,BA,
2020-04-06,BA,
2020-04-06,CE,
2020-04-06,DF,
2020-04-06,ES,
2020-04-06,GO,
2020-04-06,MA,"Atenção ao caso Imperatriz, que foi notificado em SP; tiramos do total do Estado"
2020-04-06,MG,
2020-04-06,MS,
2020-04-06,MT,2 casos registrados como importados: 1 caso notificado em Rondonópolis é residente em Sonora (MS) e 1 caso notificado em Chapada dos Guimarães é residente em São Paulo (SP)
2020-04-06,PA,
2020-04-06,PA,Mais um caso
2020-04-06,PA,Mais uma morte
2020-04-06,PA,Mais dois casos
2020-04-06,PA,Mais 17 casos
2020-04-06,PA,Mais um óbito
2020-04-06,PB,
2020-04-06,PE,
2020-04-06,PI,
2020-04-06,PI,
2020-04-06,PR,
2020-04-06,RJ,"Trajano de Moraes com 0 casos, ontem tinham 1"
2020-04-06,RO,https://www.facebook.com/agevisa.ro/
2020-04-06,RR,
2020-04-06,RS,
2020-04-06,SC,
2020-04-06,SE,
2020-04-06,SP,
2020-04-06,TO,
2020-04-06,TO,Mais um caso
2020-04-05,AC,
2020-04-05,AL,http://www.saude.al.gov.br/wp-content/uploads/2020/04/Informe-COVID-19-nº-30-05-DE-ABRIL.pdf
2020-04-05,AM,
2020-04-05,AP,
2020-04-05,AP,
2020-04-05,BA,
2020-04-05,BA,
2020-04-05,CE,
2020-04-05,DF,
2020-04-05,ES,
2020-04-05,GO,
2020-04-05,MA,"Atenção ao caso Imperatriz, que foi notificado em SP; tiramos do total do Estado"
2020-04-05,MG,
2020-04-05,MS,
2020-04-05,MT,
2020-04-05,PA,"Mais 4 casos, total 86"
2020-04-05,PB,
2020-04-05,PE,
2020-04-05,PI,
2020-04-05,PI,
2020-04-05,PR,Um caso confirmado de Colombo foi transferido para o município de Curitiba. Um caso confirmado de Campina Grande do Sul foi transferido para o município de Colombo.
2020-04-05,RJ,
2020-04-05,RN,Não divulgaram as cidades! Nem o número de importados
2020-04-05,RN,Boletim divulgado na segunda (6) com dados colhidos até as 21h do domingo (5)
2020-04-05,RO,"Municípios especificados em: https://www.facebook.com/agevisa.ro/. Live ""Novo Decreto Coronavírus - Rondônia"" a partir de 01:11:12"
2020-04-05,RR,
2020-04-05,RS,
2020-04-05,SC,Secretaria corrigiu informação de caso confirmado em Abelardo Luz para siderópolis
2020-04-05,SP,Há dois casos contabilizados em cidades que não são do estado (Ipatinga e Pitanga) que foram somados aos Importados/Indefinidos
2020-04-05,TO,
2020-04-04,AC,
2020-04-04,AL,http://www.saude.al.gov.br/wp-content/uploads/2020/04/Informe-COVID-19-nº-29-04-DE-ABRIL.pdf
2020-04-04,AM,Dados de obitos confirmados com base no boletim do dia 05/04
2020-04-04,AP,
2020-04-04,AP,
2020-04-04,AP,Adiciona um caso em Macapá
2020-04-04,BA,
2020-04-04,BA,
2020-04-04,BA,
2020-04-04,CE,
2020-04-04,DF,inclusão do gráfico com atualização do histórico
2020-04-04,ES,coluna de óbitos adicionada
2020-04-04,GO,
2020-04-04,MA,"Atenção ao caso Imperatriz, que foi notificado em SP; tiramos do total do Estado"
2020-04-04,MG,
2020-04-04,MS,
2020-04-04,MT,
2020-04-04,PA,Mais 3 casos
2020-04-04,PA,Mais 2 casos
2020-04-04,PA,Mais 2 casos
2020-04-04,PB,
2020-04-04,PE,
2020-04-04,PI,
2020-04-04,PI,
2020-04-04,PR,O caso confirmado de Quatro Barras foi transferido para o município de Curitiba. De acordo com a investigação foi confirmado que reside em Curitiba.
2020-04-04,RJ,"Morte de Belford Roxo com erro na contagem (1 morte nova, total de 2 mortes)"
2020-04-04,RN,não divulgaram as cidades! 
2020-04-04,RO,Município especificado em: https://www.facebook.com/agevisa.ro/
2020-04-04,RR,Atualização do painel: 4/4/2020 17:44:09
2020-04-04,RS,
2020-04-04,SC,
2020-04-04,SC,Neste boletim não são especificados os municípios dos 5 novos óbitos divulgados em 4/4
2020-04-04,SC,Boletim que confirma o município dos 5 obitos em 4/4
2020-04-04,SE,
2020-04-04,SE,
2020-04-04,SP,Consegui um link com aberturas por municipio da SES 
2020-04-04,TO,
2020-04-03,AC,
2020-04-03,AL,http://www.saude.al.gov.br/wp-content/uploads/2020/04/Informe-COVID-19-nº-28-03-DE-ABRIL-16h40.pdf
2020-04-03,AM,
2020-04-03,AP,
2020-04-03,BA,apenas com informação de novo óbito
2020-04-03,BA,apenas com informação de novo óbito
2020-04-03,BA,apenas com total do estado 
2020-04-03,BA,
2020-04-03,CE,
2020-04-03,DF,
2020-04-03,ES,
2020-04-03,GO,
2020-04-03,MA,"Atenção ao caso Imperatriz, que foi notificado em SP; tiramos do total do Estado"
2020-04-03,MG,Houve redução de casos em Ribeirão das Neves (de 2 no boletim anterior para 1 no atual). O boletim não informa o motivo dessa alteração. Dado do boletim anterior mantido conforme informação oficial.
2020-04-03,MS,
2020-04-03,MT,
2020-04-03,PA,
2020-04-03,PA,Mais 15 casos
2020-04-03,PA,Mais 9 casos
2020-04-03,PB,
2020-04-03,PB,
2020-04-03,PE,
2020-04-03,PI,
2020-04-03,PR,
2020-04-03,PR,Houve uma segunda atualização no dia 03/04/2020 17h
2020-04-03,RJ,"Mesquita tem 0 casos, mas em 02/04 tinha 1 caso"
2020-04-03,RN,"tem um aviso que o caso de Caicó tem residência permanente em Parnamirim. Por isso, Caicó está com 0 casos agora"
2020-04-03,RO,
2020-04-03,RR,
2020-04-03,RS,
2020-04-03,SC,
2020-04-03,SE,
2020-04-03,SE,
2020-04-03,SP,
2020-04-03,TO,
2020-04-02,AC,
2020-04-02,AL,http://www.saude.al.gov.br/wp-content/uploads/2020/04/Informe-COVID-19-nº-27-02-DE-ABRIL-02_04_2020.pdf.pdf.pdf
2020-04-02,AM,
2020-04-02,AP,
2020-04-02,BA,sem detalhamento por município
2020-04-02,BA,com detalhamento por município
2020-04-02,CE,"Não saiu boletim epidemiológico nesta data. Casos municipais foram extraídos do serviço (api). Mortes estão preenchidas com 0, poque o dado está zerado."
2020-04-02,CE,Total do estado extraído do painel
2020-04-02,DF,Soma dos casos de residentes no DF (373) com os casos não residentes (27) e sem informação (2) é inconsistente com o total de casos (400) neste boletim.
2020-04-02,ES,primeiros dois óbitos divulgados oficialmente
2020-04-02,GO,
2020-04-02,MA,"Atenção ao caso Imperatriz, que foi notificado em SP; tiramos do total do Estado"
2020-04-02,MG,"Um caso foi transferido de Passos para Capitólio (informação oficial). A SES MG informou neste boletim que o número de casos divulgado refere-se às pessoas vivas, separadas dos óbitos. A partir desta data passou-se a acrescentar o número de óbitos o total de casos. Boletim foi emitido pela manhã com 6 óbitos, sendo corrigido pela Secretaria às 16h30, com dois óbitos a menos. Assim, dados foram atualizados conforme a nova informação oficial."
2020-04-02,MS,
2020-04-02,MT,
2020-04-02,PA,
2020-04-02,PA,Mais 3 casos
2020-04-02,PA,Mais 1 caso
2020-04-02,PB,
2020-04-02,PB,
2020-04-02,PE,
2020-04-02,PI,
2020-04-02,PI,
2020-04-02,PR,"Três casos confirmados de Curitiba foram transferidos para os municípios de Paranaguá, Ponta Grossa e São Paulo. De acordo com a investigação foi confirmado que residem em Paranaguá, Ponta Grossa e São Paulo."
2020-04-02,RJ,São Gonçalo tem 1 caso a menos que ontem
2020-04-02,RN,
2020-04-02,RO,Município especificado em: https://www.facebook.com/agevisa.ro/
2020-04-02,RR,
2020-04-02,RS,
2020-04-02,SC,Fonte que confirma o município de residência de uma das mortes no dia (florianopolis) - https://www.nsctotal.com.br/noticias/santa-catarina-tem-mais-tres-mortes-por-coronavirus-obitos-ocorreram-na-grande
2020-04-02,SE,
2020-04-02,SE,noticia divulgada a noite com o caso 24
2020-04-02,SP,totais municipais foram tirados deste boletim
2020-04-02,TO,
2020-04-01,AC,
2020-04-01,AL,http://www.saude.al.gov.br/wp-content/uploads/2020/04/Informe-COVID-19-nº-25-01-DE-ABRIL-16h29-1.pdf
2020-04-01,AM,
2020-04-01,AP,
2020-04-01,BA,
2020-04-01,CE,
2020-04-01,DF,
2020-04-01,ES,primeiro óbito em investigação
2020-04-01,GO,
2020-04-01,MA,"Atenção ao caso Imperatriz, que foi notificado em SP; tiramos do total do Estado"
2020-04-01,MG,"Nova Lima apresentou um caso a menos que no boletim anterior por informação de local de residência (outra UF). Assim, foi removido um caso desta cidade no boletim de 31/03"
2020-04-01,MS,
2020-04-01,MT,
2020-04-01,PA,
2020-04-01,PA,Primeira morte
2020-04-01,PA,Totalização de casos em 41
2020-04-01,PB,
2020-04-01,PB,
2020-04-01,PE,
2020-04-01,PI,
2020-04-01,PI,
2020-04-01,PR,Um caso confirmado da Venezuela foi transferido para o município de Goioerê. De acordo com a investigação foi confirmado que residente em Goioerê.
2020-04-01,RJ,
2020-04-01,RN,
2020-04-01,RO,
2020-04-01,RR,
2020-04-01,RS,
2020-04-01,SC,
2020-04-01,SE,
2020-04-01,SP,
2020-04-01,TO,
2020-03-31,AC,
2020-03-31,AL,http://www.saude.al.gov.br/wp-content/uploads/2020/03/Informe-COVID-19-n%C2%BA-25-31-DE-MAR%C3%87O-16h20.pdf
2020-03-31,AM,
2020-03-31,AP,
2020-03-31,AP,
2020-03-31,BA,
2020-03-31,CE,
2020-03-31,DF,A partir deste boletim começa a ser informado diretamente o número de casos de residentes no DF.
2020-03-31,ES,
2020-03-31,GO,
2020-03-31,MA,"Atenção ao caso Imperatriz, que foi notificado em SP; tiramos do total do Estado"
2020-03-31,MG,"Um caso registrado em Curvelo foi transferido para Manhuaçu neste boletim. Sendo assim, esse dado foi corrigido nas informações de 30/03"
2020-03-31,MS,
2020-03-31,MT,
2020-03-31,PA,
2020-03-31,PA,Município dos casos: https://twitter.com/SespaPara/status/1245099259436896256
2020-03-31,PB,
2020-03-31,PE,
2020-03-31,PI,
2020-03-31,PR,
2020-03-31,RJ,painel não libera totais municipais
2020-03-31,RN,
2020-03-31,RN,"aparentemente correção do boletim anterior; são quase idênticos, com a diferença de 1 caso a menos em São Gonçalo do Amarante"
2020-03-31,RO,Secretaria passo a não identificar os casos e nem os óbitos por município. Assim que o secretário ou alguma fonte oficial se pronunciar sobre o município a tabela será revisada. Município específicado em publicação do dia 31/03/2020 na página: https://www.facebook.com/agevisa.ro/
2020-03-31,RR,
2020-03-31,RS,
2020-03-31,SC,
2020-03-31,SE,
2020-03-31,SP,Secretaria da Saúde informou que há 1 caso confirmado para Porto Feliz que não foi computado no dia 31/03
2020-03-31,TO,
2020-03-30,AC,
2020-03-30,AL,
2020-03-30,AM,novo óbito na noite do dia 30/3
2020-03-30,AM,
2020-03-30,AP,
2020-03-30,BA,
2020-03-30,BA,
2020-03-30,CE,
2020-03-30,DF,
2020-03-30,ES,
2020-03-30,GO,
2020-03-30,MA,"Atenção ao caso Imperatriz, que foi notificado em SP; tiramos do total do Estado"
2020-03-30,MG,
2020-03-30,MS,
2020-03-30,MT,
2020-03-30,PA,Município do caso: https://twitter.com/SespaPara/status/1244630972349513728
2020-03-30,PA,Adiciona 4 casos
2020-03-30,PA,Adiciona 2 casos
2020-03-30,PB,
2020-03-30,PB,
2020-03-30,PE,https://youtu.be/lxLYLVGxdkw
2020-03-30,PI,
2020-03-30,PR,
2020-03-30,RJ,
2020-03-30,RN,Boletim traz dados do dia 30. Governo do RN revisou e informou que Caicó só possui um caso! 
2020-03-30,RO,"Nesta edição do boletim, a secretaria passo a não identificar os casos e nem os óbitos por município. Justificam que é devido a intregração do sistema. A informação foi divulgada em coletiva de impresa (https://www.rondoniagora.com/geral/governo-confirma-morte-de-idosa-por-coronavirus-em-rondonia). Ainda que de forma confusa, tudo indica que o óbito ocorreu em Porto Velho e o mesmo também virou um novo caso, já que estavam esperando pelo resultado do teste. O outro caso ocorreu em Jaru"
2020-03-30,RR,
2020-03-30,RS,
2020-03-30,SC,
2020-03-30,SC,
2020-03-30,SE,
2020-03-30,SP,"Note que Umuarama(PR) 1 caso confirmado não é um município do estado de São Paulo, vou verificar com a Secretaria, por hora deixei este numero em Importados/Indefinidos, verifiquei com a secretária e Umuarama é um bairro de osasco em SP, já corrigi nas planilhas"
2020-03-30,TO,
2020-03-29,AC,
2020-03-29,AL,
2020-03-29,AM,
2020-03-29,AP,
2020-03-29,AP,4 casos adicionados
2020-03-29,BA,
2020-03-29,BA,
2020-03-29,BA,
2020-03-29,CE,
2020-03-29,DF,
2020-03-29,ES,
2020-03-29,GO,
2020-03-29,MA,"Atenção ao caso Imperatriz, que foi notificado em SP; tiramos do total do Estado"
2020-03-29,MG,
2020-03-29,MS,
2020-03-29,PA,
2020-03-29,PA,"Novo caso, 16h37"
2020-03-29,PA,Casos por município
2020-03-29,PA,"Mais um caso, 19:30"
2020-03-29,PE,
2020-03-29,PI,
2020-03-29,PI,http://www.fms.teresina.pi.gov.br/noticia/3212/teresina-confirma-duas-mortes-pela-covid-19
2020-03-29,PR,
2020-03-29,RJ,
2020-03-29,RO,
2020-03-29,RR,
2020-03-29,RS,Portal tem informação de atualização às 11:28 e 19:20
2020-03-29,SC,
2020-03-29,SP,Somente números totais do estado foram fornecidos
2020-03-29,TO,
2020-03-28,AC,
2020-03-28,AL,Live diz que os 2 novos casos são em Maceió: https://www.facebook.com/GovernoAlagoas/videos/650445449121817/
2020-03-28,AM,
2020-03-28,AP,"Boletim informa que o novo caso deu entrada pela UBS Lélio Silva, que fica em Macapá"
2020-03-28,BA,
2020-03-28,CE,
2020-03-28,DF,
2020-03-28,ES,
2020-03-28,GO,
2020-03-28,MA,"Atenção ao caso Imperatriz, que foi notificado em SP; tiramos do total do Estado"
2020-03-28,MG,"Um caso registrado em Divinópolis e outro em Patos de Minas foram transferidos para Carmo do Cajuru e Guimarânia, respectivamente, neste boletim. Com isso, em 27/03 Divinópolis passa a ter 5 casos e Patos de Minas é excluído até o momento, visto que só tinha 1 caso."
2020-03-28,MS,
2020-03-28,PA,9h - Um caso em parauapebas
2020-03-28,PA,16:21 - Um caso em Belém
2020-03-28,PB,
2020-03-28,PE,"No dia 28/03, a SES reportou 68 casos e 5 óbitos por Covid-19"
2020-03-28,PI,
2020-03-28,PR,Redução de confirmados em Colombo: http://portal.colombo.pr.gov.br/covid-19-colombo-tem-zero-casos-confirmados-os-2-positivos-sao-de-outros-municipios/
2020-03-28,RJ,
2020-03-28,RN,
2020-03-28,RN,"Boletim divulgado no dia 29, mas com dados extraídos no dia 28"
2020-03-28,RO,
2020-03-28,RR,
2020-03-28,RS,
2020-03-28,SC,
2020-03-28,SP,Somente números totais do estado foram fornecidos
2020-03-28,TO,
2020-03-27,AC,
2020-03-27,AL,
2020-03-27,AM,Estado não tem boletim específico sobre novo coronavírus.
2020-03-27,AP,
2020-03-27,AP,Boletim das 21h - Adiciona uma confirmação. O município foi informada através da conta do facebook da secretaria (https://www.facebook.com/governo.ap/posts/2705336023045618).
2020-03-27,BA,
2020-03-27,CE,
2020-03-27,DF,
2020-03-27,ES,
2020-03-27,GO,
2020-03-27,MA,"Atenção ao caso Imperatriz, que foi notificado em SP; tiramos do total do Estado"
2020-03-27,MG,
2020-03-27,MS,
2020-03-27,MT,
2020-03-27,PA,
2020-03-27,PA,
2020-03-27,PA,Entre as duas publicação do dia foi publicada uma nota no Twitter (https://twitter.com/SespaPara/status/1243637715905716229) falando sobre o local do caso adicional
2020-03-27,PB,
2020-03-27,PB,
2020-03-27,PE,https://12ad4c92-89c7-4218-9e11-0ee136fa4b92.filesusr.com/ugd/3293a8_03e6f16c13424ab9872aaf30bb0a73b0.pdf
2020-03-27,PI,"http://portal.saude.pi.gov.br/2020/inf_saude/epidemiologia/covid-19/mapa/mapa_covid-19.asp, https://www.google.com/amp/s/g1.globo.com/google/amp/pi/piaui/noticia/2020/03/28/piaui-registra-primeira-morte-pelo-novo-coronavirus-diz-sesapi.ghtml"
2020-03-27,PR,
2020-03-27,RJ,
2020-03-27,RN,
2020-03-27,RO,
2020-03-27,RR,
2020-03-27,RS,Portal tem informação de atualização às 18:31
2020-03-27,SC,
2020-03-27,SE,
2020-03-27,SP,"A secretaria respondeu o seguinte, quanto a números inconsistentes: É possível que tenha havido ajuste de endereço. É comum. As pessoas as vezes colocam dado de um parente... depois verificam e descobrem que moram em outro município"
2020-03-27,TO,
2020-03-26,AC,
2020-03-26,AL,
2020-03-26,AM,"Estado não tem boletim específico sobre novo coronavírus. Inicialmente, o estado tinha confirmado 80 casos no Facebook. Depois atualizou a informação"
2020-03-26,AP,
2020-03-26,BA,
2020-03-26,BA,
2020-03-26,CE,"Boletim saiu com errata, informando que a cidade de Goraíras não possui casos confirmados."
2020-03-26,DF,início do detalhamento por região
2020-03-26,ES,
2020-03-26,GO,
2020-03-26,MA,
2020-03-26,MG,
2020-03-26,MS,
2020-03-26,MT,
2020-03-26,PA,
2020-03-26,PB,
2020-03-26,PB,
2020-03-26,PE,Informações divulgadas em live. Aguardando boletim
2020-03-26,PE,"No dia 27, a SES reportou 57 casos e 4 mortes por Covid-19. Aguardando detalhamento por município"
2020-03-26,PI,"http://portal.saude.pi.gov.br/2020/inf_saude/epidemiologia/covid-19/mapa/mapa_covid-19.asp,http://www.saude.pi.gov.br/noticias/2020-03-28/9631/governo-intensifica-monitoramento-de-municipios-com-casos-confirmados-de-covid-19.html"
2020-03-26,PR,
2020-03-26,RJ,
2020-03-26,RN,
2020-03-26,RO,
2020-03-26,RR,
2020-03-26,RS,
2020-03-26,SC,
2020-03-26,SC,
2020-03-26,SP,A secretaria respondeu que faltou mesmo Ferraz de Vasconcelos
2020-03-26,TO,
2020-03-25,AC,
2020-03-25,AL,
2020-03-25,AM,Estado não tem boletim específico sobre novo coronavírus. Informações foram publicadas no site da secretaria de Saúde
2020-03-25,AP,
2020-03-25,AP,https://www.instagram.com/p/B-Lba2CpJML/
2020-03-25,AP,
2020-03-25,BA,
2020-03-25,BA,
2020-03-25,CE,
2020-03-25,DF,
2020-03-25,ES,
2020-03-25,GO,
2020-03-25,MA,
2020-03-25,MG,
2020-03-25,MS,
2020-03-25,MT,
2020-03-25,PA,
2020-03-25,PB,
2020-03-25,PE,"No dia 25, a SES reportou 46 casos em um boletim enviado por PDF disponível em: https://www.dropbox.com/s/2m6wu1hq8w7ljuq/Boletim%20Covid-19%20-%20Secretaria%20de%20Sa%C3%BAde%20de%20Pernambuco%20-%2025.03.pdf?dl=0"
2020-03-25,PI,
2020-03-25,PR,
2020-03-25,RJ,
2020-03-25,RN,
2020-03-25,RO,
2020-03-25,RR,
2020-03-25,RS,
2020-03-25,SC,
2020-03-25,SE,
2020-03-25,SP,e-mail recebido pelo Turicas
2020-03-25,TO,
2020-03-24,AC,
2020-03-24,AL,
2020-03-24,AM,Primeira morte causada pelo novo Coronavírus no Amazonas
2020-03-24,AM,Estado não tem boletim específico sobre novo coronavírus. Informações foram publicadas no site do governo do Amazonas
2020-03-24,AP,
2020-03-24,BA,
2020-03-24,BA,
2020-03-24,CE,
2020-03-24,DF,
2020-03-24,ES,
2020-03-24,GO,
2020-03-24,MA,
2020-03-24,MG,
2020-03-24,MS,
2020-03-24,MT,
2020-03-24,PA,
2020-03-24,PB,
2020-03-24,PB,
2020-03-24,PB,
2020-03-24,PE,
2020-03-24,PI,http://portal.saude.pi.gov.br/2020/inf_saude/epidemiologia/covid-19/mapa/mapa_covid-19.asp
2020-03-24,PR,
2020-03-24,RJ,
2020-03-24,RN,
2020-03-24,RO,
2020-03-24,RO,
2020-03-24,RR,
2020-03-24,RS,
2020-03-24,SC,
2020-03-24,SE,
2020-03-24,SP,"Neste dia o boletim não abriu por município, entrei em contato com a secretaria, mas por enquanto nada. Por hora vamos deixar apagado no nivel de municipios confirmados e obitos"
2020-03-24,TO,
2020-03-23,AC,
2020-03-23,AL,
2020-03-23,AM,Estado não tem boletim específico sobre novo coronavírus. Informações estão sendo atualizadas na área de notícias do site da secretaria de Saúde 
